"company_id","company_name","primary_naics","naics_4digit","is_customer","scoring_path","naics_attractiveness_score","company_opportunity_score","final_score","scoring_reason","city","state","location_employee_size","sales_volume","icp_fit_score","buildings_score","revenue_score","growth_score","contact_score","icp_fit_reasoning","icp_recommendation","icp_confidence","expansion_score","churn_score","profitability_score","tickets_score","rank","has_research_doc","research_recency"
"415357766","Cat Rental Store","53249002","5324","False","Prospect","64.0","55.3","58.8","Prospect (ICP-based): 4/4 factors with data","Broadview Heights","OH","1076.0","19460169.0","45","35.8","79.1","100.0","75.0","Cat Rental Store has only 5 locations (marginal multi-site fit) and is in equipment rental (NAICS 5324), which is outside OpenWorks' core verticals. No web research data to validate centralized operations or outsourcing readiness. Small location count limits consolidation value proposition.","Low Priority","low","","","","","3","False",""
"520480518","Thompson Rents","53249002","5324","False","Prospect","64.0","53.9","57.9","Prospect (ICP-based): 4/4 factors with data","Birmingham","AL","592.0","21327128.0","45","27.7","80.5","100.0","75.0","General equipment rental with 3 locations, stable operations and good employee count, but not facility services.","Low Priority","low","","","","","4","False",""
"14712616","Jobsite Industrial Rental Services","53249002","5324","False","Prospect","64.0","40.5","49.9","Prospect (ICP-based): 4/4 factors with data","Burlington","ON","48.0","9080844.0","25","22.0","67.8","97.3","75.0","Small industrial rental with only 2 locations and 48 employees - too small.","Poor Fit","low","","","","","5","False",""
"11443611","Brock Canada","53249010","5324","False","Prospect","64.0","54.6","58.4","Prospect (ICP-based): 4/4 factors with data","Nisku","AB","600.0","40000000.0","38","41.6","89.9","100.0","75.0","Brock Canada (NAICS 53249010 - heavy equipment rental) has only 7 locations (60-74 range for multi-site), which is marginal for OpenWorks' multi-site consolidation model. Web research failed entirely, and equipment rental companies typically have minimal facility cleaning needs focused on shop/warehouse spaces. Canadian location adds complexity.","Low Priority","low","","","","","1","False",""
"422680512","Waco Scaffolding and Equipment Company","53249010","5324","False","Prospect","64.0","48.6","54.8","Prospect (ICP-based): 4/4 factors with data","Denver","CO","181.0","31218863.0","35","22.0","86.2","100.0","75.0","Scaffolding rental with 2 locations and stable operations, below location threshold.","Low Priority","low","","","","","2","False",""
"560975716","Carter Mario Law Firm","54111002","5411","False","Prospect","53.2","63.5","59.4","Prospect (ICP-based): 4/4 factors with data","Milford","CT","2076.0","124165847.0","52","43.9","100.0","100.0","75.0","Carter Mario Law Firm operates 8 locations (5-9 range = 60-74 multi-location points) with strong revenue ($124M) and large employee base (2,076), indicating operational sophistication (+10 points). NAICS 54111002 (law offices) is non-core but professional services firms often have centralized facilities management. However, failed web research prevents validation of centralized operations, vendor consolidation signals, or facilities leadership hiring.","Medium Priority","medium","","","","","1","False",""
"952380715","The Law Firm of Connors & Connors, P.C.","54111002","5411","False","Prospect","53.2","62.7","58.9","Prospect (ICP-based): 4/4 factors with data","Staten Island","NY","355.0","86073196.0","55","32.2","100.0","100.0","75.0","Growing law firm with 4 locations, 355 employees, and $86M revenue, decent office needs.","Medium Priority","low","","","","","2","False",""
"557574381","Robins Cloud LLP","54111002","5411","False","Prospect","53.2","58.1","56.1","Prospect (ICP-based): 3/4 factors with data","Houston","TX","78.0","31013520.0","50","32.2","86.1","100.0","75.0","Law firm with 4 locations, $31M revenue, and 78 employees - decent professional office fit.","Medium Priority","low","","","","","3","False",""
"379679749","Handler, Henning & Rosenberg LLC","54111002","5411","False","Prospect","53.2","56.4","55.1","Prospect (ICP-based): 4/4 factors with data","Harrisburg","PA","62.0","75082561.0","40","38.9","99.3","100.0","75.0","Law firm with 6 locations but declining operations, uncertain long-term fit.","Low Priority","low","","","","","4","False",""
"905428199","Kline & Specter PC","54111002","5411","False","Prospect","53.2","56.0","54.9","Prospect (ICP-based): 4/4 factors with data","Philadelphia","PA","76.0","54405435.0","45","27.7","94.5","100.0","75.0","Law firm with 3 locations and $54M revenue, limited facility complexity.","Low Priority","low","","","","","5","False",""
"127012110","Steinberg Law Firm LLC","54111002","5411","False","Prospect","53.2","56.0","54.9","Prospect (ICP-based): 4/4 factors with data","Charleston","SC","69.0","55376746.0","45","27.7","94.8","100.0","75.0","Law firm with 3 locations and $55M revenue, limited multi-site facility needs.","Low Priority","low","","","","","6","False",""
"403908324","James Wood Law","54111002","5411","False","Prospect","53.2","56.0","54.9","Prospect (ICP-based): 4/4 factors with data","Albuquerque","NM","51.0","57143891.0","45","27.7","95.2","98.8","75.0","Law firm with 3 locations and $57M revenue, standard office facility needs.","Low Priority","low","","","","","7","False",""
"868402223","Allen, Allen, Allen, & Allen P.C.","54111002","5411","False","Prospect","53.2","54.8","54.2","Prospect (ICP-based): 4/4 factors with data","Richmond","VA","87.0","36211061.0","38","43.9","88.4","100.0","75.0","Law firm (NAICS 5411) is outside OpenWorks' core verticals with no validated industry fit. 8 locations provides some multi-site potential, but $36M revenue with 87 employees suggests professional services model unlikely to have complex facility needs. Research failure prevents validation of any positive signals.","Low Priority","low","","","","","8","False",""
"528743941","Silverman, McDonald & Friedman","54111002","5411","False","Prospect","53.2","54.6","54.0","Prospect (ICP-based): 4/4 factors with data","Wilmington","DE","42.0","25404333.0","45","32.2","83.1","94.0","75.0","Law firm with 4 locations, $25M revenue, but only 42 employees - small team size.","Low Priority","low","","","","","9","False",""
"478955594","Koskoff Koskoff & Bieder, PC","54111002","5411","False","Prospect","53.2","52.7","52.9","Prospect (ICP-based): 4/4 factors with data","Bridgeport","CT","106.0","21438867.0","45","22.0","80.6","100.0","75.0","Law firm with 2 locations, $21M revenue, and 106 employees - moderate office space needs but limited locations.","Low Priority","low","","","","","10","False",""
"513937961","The Perry Law Firm, LLC","54111002","5411","False","Prospect","53.2","50.1","51.3","Prospect (ICP-based): 4/4 factors with data","Scranton","PA","45.0","44358116.0","35","27.7","91.5","95.7","75.0","Law firm with 3 locations and declining operations, weak fit for facility services.","Poor Fit","low","","","","","11","False",""
"987604733","Tierra Right of Way Services, Ltd","54111021","5411","False","Prospect","53.2","56.9","55.4","Prospect (ICP-based): 4/4 factors with data","Tucson","AZ","282.0","73607090.0","40","41.6","99.0","100.0","75.0","Right of way services with 7 locations and decent size but declining operations reduces appeal.","Low Priority","low","","","","","1","False",""
"15661440","POINTTS","54119903","5411","False","Prospect","53.2","50.5","51.6","Prospect (ICP-based): 4/4 factors with data","Scarborough","ON","53.0","6194882.0","35","49.7","62.1","99.7","75.0","Legal services with 11 locations but only $6M revenue, 53 employees, and declining.","Low Priority","low","","","","","1","False",""
"9206830","Bloomberg Industry Group","54119907","5411","False","Prospect","53.2","61.8","58.4","Prospect (ICP-based): 4/4 factors with data","Arlington","VA","1506.0","331009000.0","55","27.7","100.0","100.0","75.0","Large professional services firm with 3 locations, 1,506 employees, and strong revenue.","Medium Priority","low","","","","","1","False",""
"25382821","BAASS Business Solutions Inc","54121909","5412","False","Prospect","47.8","62.5","56.6","Prospect (ICP-based): 3/4 factors with data","Thornhill","ON","235.0","46392644.0","50","49.7","92.1","100.0","75.0","Business solutions firm with 11 locations and 235 employees, but declining operations.","Medium Priority","low","","","","","1","False",""
"619868698","Equian LLC","54121909","5412","False","Prospect","47.8","59.3","54.7","Prospect (ICP-based): 3/4 factors with data","Indianapolis","IN","1100.0","144674273.0","50","27.7","100.0","100.0","75.0","Professional services firm with $145M revenue, 1,100 employees, and 3 locations shows moderate potential.","Medium Priority","low","","","","","2","False",""
"374428555","Rapid Global Business Solutions, Inc","54121909","5412","False","Prospect","47.8","55.1","52.2","Prospect (ICP-based): 4/4 factors with data","Troy","MI","1202.0","34809108.0","42","35.8","87.8","100.0","75.0","Rapid Global Business Solutions (NAICS 5412 - Accounting/bookkeeping services) is outside OpenWorks' core verticals. While they have 5 locations, $34.8M revenue, and 1,202 employees with growth indicators, this is a professional services firm unlikely to have the facility service needs or compliance burdens of healthcare/education/property management.","Low Priority","low","","","","","3","False",""
"892241282","Baesman Group, Inc","54121909","5412","False","Prospect","47.8","47.4","47.6","Prospect (ICP-based): 4/4 factors with data","Hilliard","OH","38.0","26322495.0","35","22.0","83.7","91.6","75.0","Accounting/consulting services with 2 locations - wrong industry for facility services.","Low Priority","low","","","","","4","False",""
"961080629","Merit Advisors, LLC","54121910","5412","False","Prospect","47.8","46.4","47.0","Prospect (ICP-based): 4/4 factors with data","Gainesville","TX","158.0","21734949.0","30","27.7","80.8","100.0","75.0","Accounting/advisory firm with only 3 locations, not a facility services target industry.","Poor Fit","low","","","","","1","False",""
"29959657","Pinchin Ltd","54133006","5413","False","Prospect","64.5","74.8","70.7","Prospect (ICP-based): 4/4 factors with data","Mississauga","ON","750.0","40957899.0","68","67.3","90.3","100.0","75.0","Environmental consulting firm with 28 locations (excellent multi-site fit) and $41M revenue. NAICS 5413 (architectural/engineering services) is non-core but professional services firms often have centralized operations. 28 locations across Canada suggests sophisticated vendor management needs.","Medium Priority","medium","","","","","1","False",""
"7577786","Bechtel Corporation","54133006","5413","False","Prospect","64.5","64.1","64.3","Prospect (ICP-based): 4/4 factors with data","Reston","VA","53000.0","27000000000.0","48","56.7","100.0","100.0","75.0","Bechtel is a massive engineering/construction firm ($27B revenue) with 16 locations - decent multi-site fit. However, NAICS 54133006 (engineering services) is not a core OpenWorks vertical. Their business is project-based construction sites rather than permanent facilities requiring ongoing janitorial services. Likely has sophisticated procurement but for construction services, not facility maintenance.","Low Priority","low","","","","","2","False",""
"109673699","Sonalysts, Inc","54133016","5413","False","Prospect","64.5","67.7","66.4","Prospect (ICP-based): 4/4 factors with data","Waterford","CT","1342.0","78361865.0","58","49.7","100.0","100.0","75.0","Sonalysts has 11 locations (good multi-site fit) and NAICS 5413 (Architectural/Engineering Services) is outside core verticals. $78M revenue shows operational scale, but web research failed completely - cannot validate centralized operations, outsourcing readiness, or any growth/switching signals. Professional services firms can be good clients but lack compliance drivers.","Medium Priority","low","","","","","1","False",""
"815023734","GP Strategies Corporation","54133016","5413","False","Prospect","64.5","59.9","61.7","Prospect (ICP-based): 4/4 factors with data","Columbia","MD","4343.0","473107000.0","48","35.8","100.0","100.0","75.0","GP Strategies is a large professional services firm ($473M revenue, 4,343 employees) with only 5 locations and marked as 'Growing'. However, NAICS 54133016 (corporate training services) is not a core OpenWorks vertical. The company likely leases office space rather than managing facilities directly, and web research failed to validate any facility management needs.","Low Priority","low","","","","","2","False",""
"9297128","Industrial Resources Inc","54133022","5413","False","Prospect","64.5","52.2","57.1","Prospect (ICP-based): 4/4 factors with data","Fairmont","WV","201.0","51000000.0","40","22.0","93.5","100.0","75.0","Engineering services firm with 2 locations and 201 employees, limited facility footprint.","Low Priority","low","","","","","1","False",""
"578553612","IEEE","54133023","5413","False","Prospect","64.5","59.9","61.7","Prospect (ICP-based): 4/4 factors with data","New York","NY","1098.0","50928696.0","45","48.0","93.5","100.0","75.0","IEEE is a professional association (NAICS 5413) with 10 locations, which meets the multi-site threshold but is outside OpenWorks' core verticals. Complete research failure prevents assessment of centralized operations, compliance needs, or outsourcing readiness. Industry fit is uncertain for facility services.","Low Priority","low","","","","","1","False",""
"489489641","Precise Systems Inc","54133023","5413","False","Prospect","64.5","56.3","59.6","Prospect (ICP-based): 4/4 factors with data","Lexington Park","MD","477.0","61729402.0","45","27.7","96.4","100.0","75.0","Engineering services firm with 3 locations and strong revenue, but not ideal industry fit for facility services.","Medium Priority","low","","","","","2","False",""
"459287173","Myriad Genetics, Inc","54138023","5413","False","Prospect","64.5","59.9","61.7","Prospect (ICP-based): 4/4 factors with data","Salt Lake City","UT","2700.0","837600000.0","48","35.8","100.0","100.0","75.0","Myriad Genetics has strong operational sophistication ($837M revenue, 2,700 employees, publicly traded) and 'Growing' indicator. However, only 5 locations falls below OpenWorks' multi-site sweet spot. NAICS 5413 (R&D/testing) is outside core verticals. Lab/research environments may require specialized protocols. Large revenue suggests they likely have established vendor management, but limited location count reduces consolidation value proposition.","Low Priority","medium","","","","","1","False",""
"6361919","Forage Genetics International LLC","54138048","5413","False","Prospect","64.5","44.6","52.6","Prospect (ICP-based): 3/4 factors with data","Nampa","ID","75.0","","30","41.6","50.0","100.0","75.0","Agricultural research with 7 locations but only 75 employees and unknown revenue; wrong industry.","Low Priority","low","","","","","1","False",""
"112897392","Mancini Duffy","54141003","5414","False","Prospect","32.7","50.6","43.4","Prospect (ICP-based): 4/4 factors with data","New York","NY","914.0","141284448.0","35","22.0","100.0","100.0","75.0","Design firm with declining operations and only 2 locations, not ideal fit.","Low Priority","low","","","","","1","False",""
"207632811","dancker","54141003","5414","False","Prospect","32.7","33.1","32.9","Prospect (ICP-based): 4/4 factors with data","Branchburg","NJ","105.0","16626609.0","0","38.9","76.8","100.0","75.0","dancker is fundamentally the wrong target - they are a vendor/service provider in the facilities space (interior solutions, furniture, construction) rather than a buyer of facility services. They sell TO facilities rather than procure services FOR their own facilities.","Poor Fit","high","","","","","2","False",""
"200035418","Stephen Gould Corporation","54143012","5414","False","Prospect","32.7","76.4","58.9","Prospect (ICP-based): 4/4 factors with data","Whippany","NJ","1500.0","31305748.0","72","68.7","86.2","100.0","75.0","Stephen Gould operates 30 locations (excellent multi-site fit) with 1,500 employees, indicating significant operational complexity. The packaging/design services industry (NAICS 5414) likely includes manufacturing/warehouse facilities requiring regular cleaning. However, web research failure prevents validation of centralized operations or vendor consolidation needs.","High Priority","medium","","","","","1","False",""
"713689172","Human Factors International, Inc","54151104","5415","False","Prospect","35.9","47.1","42.6","Prospect (ICP-based): 4/4 factors with data","Fairfield","IA","71.0","19294096.0","32","27.7","79.0","100.0","75.0","Consulting firm with 3 locations, declining operations, and only 71 employees - poor fit.","Low Priority","low","","","","","1","False",""
"508634169","Hawk Ridge Systems","54151105","5415","False","Prospect","35.9","52.8","46.0","Prospect (ICP-based): 4/4 factors with data","Mountain View","CA","85.0","4329738.0","40","52.8","56.9","100.0","75.0","Computer services company with 13 locations and growing, but only 85 employees and $4.3M revenue suggests small office footprint.","Low Priority","low","","","","","1","False",""
"121726426","Attronica Computers, Inc","54151109","5415","False","Prospect","35.9","56.8","48.4","Prospect (ICP-based): 4/4 factors with data","Gaithersburg","MD","85.0","80000000.0","45","27.7","100.0","100.0","75.0","IT services company with $80M revenue shows good size, but only 3 locations and 85 employees suggests limited facility footprint.","Low Priority","low","","","","","1","False",""
"425596374","Akima, LLC","54151109","5415","False","Prospect","35.9","54.6","47.1","Prospect (ICP-based): 4/4 factors with data","Herndon","VA","9500.0","51984826.0","38","38.9","93.8","100.0","75.0","Akima LLC has only 6 locations (60/100 multi-site points) despite 9,500 employees, suggesting concentrated facilities rather than distributed footprint. NAICS 54151109 (computer systems design) is outside core verticals. The employee-to-location ratio indicates large office campuses, but web research failed to confirm centralized procurement or outsourcing model. No growth or switching signals identified.","Low Priority","low","","","","","2","False",""
"623492659","Availity LLC","54151109","5415","False","Prospect","35.9","48.0","43.2","Prospect (ICP-based): 4/4 factors with data","Jacksonville","FL","94.0","44893051.0","30","27.7","91.6","100.0","75.0","Computer services company with only 3 locations and 94 employees, not a strong facility services fit.","Poor Fit","low","","","","","3","False",""
"426059940","Rain Inc","54151109","5415","False","Prospect","35.9","41.0","39.0","Prospect (ICP-based): 4/4 factors with data","Lehi","UT","75.0","5804735.0","25","27.7","61.2","100.0","75.0","Small computer services company with 3 locations, low revenue, and minimal facility needs.","Poor Fit","low","","","","","4","False",""
"532138856","Markley Group","54151109","5415","False","Prospect","35.9","36.5","36.3","Prospect (ICP-based): 4/4 factors with data","Boston","MA","18.0","4173628.0","25","22.0","56.3","73.6","75.0","Computer systems design with only 2 locations and 18 employees, too small despite growth.","Poor Fit","low","","","","","5","False",""
"499735454","Workgroup Connections, Inc","54151202","5415","False","Prospect","35.9","40.9","38.9","Prospect (ICP-based): 4/4 factors with data","Saint Louis","MO","30.0","3372719.0","30","27.7","53.2","85.8","75.0","Small computer services company with 3 locations but only $3.4M revenue, minimal facility needs.","Low Priority","low","","","","","1","False",""
"107565509","SIGNET Electronic Systems, Inc","54151204","5415","False","Prospect","35.9","51.8","45.4","Prospect (ICP-based): 4/4 factors with data","Norwell","MA","150.0","5709606.0","45","32.2","60.9","100.0","75.0","Electronic systems company with 4 locations and 150 employees, but very low revenue suggests limited budget.","Low Priority","low","","","","","1","False",""
"521301440","Core BTS, Inc","54151219","5415","False","Prospect","35.9","60.6","50.7","Prospect (ICP-based): 4/4 factors with data","Indianapolis","IN","3220.0","60325982.0","45","49.7","96.1","100.0","75.0","IT consulting firm with 11 locations and 3,220 employees but declining - moderate fit with concerning trajectory.","Medium Priority","low","","","","","1","False",""
"531367977","The Purple Guys It Support","54151903","5415","False","Prospect","35.9","47.5","42.9","Prospect (ICP-based): 4/4 factors with data","Shreveport","LA","120.0","10489783.0","28","46.1","69.9","100.0","75.0","The Purple Guys is an IT support company (NAICS 5415), which is outside OpenWorks' core verticals. While 9 locations provides some multi-site potential, the industry doesn't align with typical facility services buyers, and the $10M revenue suggests smaller office footprint with limited cleaning needs.","Poor Fit","low","","","","","1","False",""
"448238329","Clario","54151907","5415","False","Prospect","35.9","67.3","54.7","Prospect (ICP-based): 4/4 factors with data","Philadelphia","PA","680.0","184922000.0","58","48.0","100.0","100.0","75.0","Clario (NAICS 5415 - computer systems design) has 10 locations, providing marginal multi-site fit, but the industry is outside OpenWorks' core verticals. Technology/consulting firms lack the compliance burden and operational intensity of healthcare, education, or manufacturing. Web research failure prevents validation of any centralized operations or vendor consolidation pain points.","Medium Priority","low","","","","","1","False",""
"260475900","Arcis Golf","54161103","5416","False","Prospect","45.5","69.4","59.8","Prospect (ICP-based): 4/4 factors with data","Dallas","TX","351.0","29331305.0","55","77.0","85.3","100.0","75.0","Golf management with 46 locations is strong fit, but declining operations is concerning.","Medium Priority","low","","","","","1","False",""
"559276993","Rochester Regional Health","54161110","5416","False","Prospect","45.5","93.2","74.1","Prospect (ICP-based): 4/4 factors with data","Rochester","NY","26500.0","330093734.0","92","92.3","100.0","100.0","75.0","Rochester Regional Health is an exceptional fit with 100+ locations across Western NY, recent major expansion ($37M Geneva campus), and sophisticated centralized procurement infrastructure. Their vendor consolidation mindset (Medline partnership) and sustainability focus align perfectly with OpenWorks' value proposition.","Hot Lead","high","","","","","1","False",""
"427690954","Hartford HealthCare","54161110","5416","False","Prospect","45.5","92.8","73.9","Prospect (ICP-based): 4/4 factors with data","Hartford","CT","32246.0","332656170.0","88","100.0","100.0","100.0","75.0","Major healthcare system with 223 locations, $332.6M revenue, and 32,246 employees is exceptional multi-site fit (20+ locations = 90-100 points). NAICS 5416 (management consulting) appears misclassified—Hartford HealthCare is a hospital system (should be 622x). Scale demands centralized vendor management. However, web research failed to validate switching signals, compliance burden specifics, or facilities leadership changes that would push to 'Hot Lead' status.","High Priority","medium","","","","","2","False",""
"620408369","Carilion Clinic","54161110","5416","False","Prospect","45.5","91.2","72.9","Prospect (ICP-based): 4/4 factors with data","Roanoke","VA","13580.0","683574786.0","85","100.0","100.0","100.0","75.0","Carilion Clinic is a major healthcare system with 194 locations and $683M+ revenue, representing exceptional multi-site consolidation opportunity (100 points). NAICS 541611 (management consulting) appears to be misclassified - likely a healthcare system based on name/website. Growing indicator suggests expansion momentum, but lack of web research limits validation of centralized operations and compliance burden.","High Priority","medium","","","","","3","False",""
"708291188","Fast Pace Health","54161110","5416","False","Prospect","45.5","89.8","72.1","Prospect (ICP-based): 4/4 factors with data","Franklin","TN","7525.0","82608101.0","82","100.0","100.0","100.0","75.0","Fast Pace Health operates 486 urgent care locations with 'Growing' indicator and $82M revenue - exceptional multi-site fit (20+ locations = 90-100 points). NAICS 5416 (Management Consulting) is non-core but they're actually a healthcare operator. Massive location count across dispersed geography is ideal for OpenWorks' 800+ provider network. Growth indicator suggests expansion momentum, though web research couldn't validate specific signals.","High Priority","medium","","","","","4","False",""
"404732911","Aspirus, Inc","54161110","5416","False","Prospect","45.5","89.0","71.6","Prospect (ICP-based): 4/4 factors with data","Wausau","WI","16241.0","190647182.0","85","88.9","100.0","100.0","75.0","Aspirus operates 84 healthcare locations with $191M revenue and 16,241 employees, representing OpenWorks' ideal multi-site healthcare profile. The 'Growing' indicator suggests expansion momentum, and the massive location count creates significant vendor consolidation opportunity across their network.","Hot Lead","medium","","","","","5","False",""
"414735704","Western Dental Services, Inc","54161110","5416","False","Prospect","45.5","87.8","70.9","Prospect (ICP-based): 4/4 factors with data","Orange","CA","2100.0","224632782.0","78","100.0","100.0","100.0","75.0","Western Dental Services has exceptional multi-site fit with 294 locations and $225M revenue. Healthcare vertical (dental clinics) requires infection control and patient-facing cleanliness. NAICS 54161110 suggests management services structure, likely indicating centralized operations. Strong compliance burden with healthcare regulations makes them willing to pay for professional cleaning.","High Priority","medium","","","","","6","False",""
"962586152","Adena Health System","54161110","5416","False","Prospect","45.5","86.3","70.0","Prospect (ICP-based): 4/4 factors with data","Chillicothe","OH","4000.0","369207998.0","82","82.5","100.0","100.0","75.0","Adena Health System is a 61-location healthcare network with $369M revenue and 4,000 employees - excellent multi-site fit (20+ locations = 90-100 points) and strong operational sophistication ($100M+ revenue = +10 points). This scale virtually guarantees centralized facilities management and formal vendor management processes. Healthcare compliance burden (Joint Commission, infection control) adds significant value proposition. However, NAICS 54161110 (Management Consulting) is unusual for a health system and may indicate holding company structure.","High Priority","medium","","","","","7","False",""
"27714997","CBI Health Group","54161110","5416","False","Prospect","45.5","84.6","69.0","Prospect (ICP-based): 4/4 factors with data","Toronto","ON","4700.0","469619179.0","72","99.4","100.0","100.0","75.0","CBI Health Group is a major opportunity with 143 locations, $470M revenue, and 4,700 employees indicating enterprise sophistication. However, NAICS 5416 (management consulting) is outside core verticals, and Toronto headquarters may limit OpenWorks' Canadian provider network. Lack of web research prevents confirmation of facilities management structure.","High Priority","medium","","","","","8","False",""
"407877141","Spectrum Health","54161110","5416","False","Prospect","45.5","84.3","68.8","Prospect (ICP-based): 4/4 factors with data","Grand Rapids","MI","31000.0","129972843.0","72","97.8","100.0","100.0","75.0","Spectrum Health shows exceptional multi-site fit with 132 locations, $129M revenue, and growth indicator. However, NAICS 5416 (management consulting) is concerning - this may be their corporate services division rather than hospital operations. If actually healthcare facilities, this would be 85+ score. Web research failure prevents validation of true operations and centralized procurement structure.","Medium Priority","low","","","","","9","False",""
"811711134","University of Pennsylvania Health System","54161110","5416","False","Prospect","45.5","83.7","68.4","Prospect (ICP-based): 4/4 factors with data","Philadelphia","PA","23664.0","214482515.0","78","79.8","100.0","100.0","75.0","University of Pennsylvania Health System operates 53 locations with $214M revenue and 23,664 employees, representing excellent multi-site fit (20+ locations = 90-100 multi-site points). However, NAICS 54161110 (Management Consulting) suggests this may be the administrative/consulting arm rather than hospital operations. High growth indicator is positive, but research failure limits validation of healthcare operations and compliance requirements.","High Priority","medium","","","","","10","False",""
"370648263","Guthrie Healthcare System","54161110","5416","False","Prospect","45.5","82.0","67.4","Prospect (ICP-based): 4/4 factors with data","Sayre","PA","6000.0","697709121.0","68","96.1","100.0","100.0","75.0","Guthrie Healthcare System has strong fundamentals (122 locations, $698M revenue, growing) but NAICS 54161110 (Management Consulting) is concerning - this may be a corporate office rather than healthcare facilities. If actually healthcare operations, this would be an excellent prospect. Need clarification on whether these are clinical facilities or administrative offices.","Medium Priority","low","","","","","11","False",""
"404088854","CHRISTUS Trinity Mother Frances Health System","54161110","5416","False","Prospect","45.5","79.9","66.1","Prospect (ICP-based): 4/4 factors with data","Tyler","TX","3075.0","154237922.0","72","75.7","100.0","100.0","75.0","CHRISTUS Trinity Mother Frances is a 43-location healthcare system with $154M revenue and 3,075 employees, hitting the sweet spot for multi-site consolidation. Healthcare vertical with Joint Commission compliance burden makes them excellent fit for professional cleaning services. However, web research failed to surface growth signals, centralized operations evidence, or switching indicators.","High Priority","medium","","","","","12","False",""
"402876708","Sarah Cannon Research Institute","54161110","5416","False","Prospect","45.5","78.0","65.0","Prospect (ICP-based): 4/4 factors with data","Nashville","TN","2005.0","246313260.0","75","58.9","100.0","100.0","75.0","Sarah Cannon Research Institute has 18 locations (very good multi-site) with $246M revenue and 2,005 employees in clinical research (NAICS 54161110). Healthcare-adjacent with likely compliance requirements (FDA, IRB, patient safety protocols). Research facilities typically require specialized cleaning protocols and centralized operations, though web research failed to confirm.","High Priority","medium","","","","","13","False",""
"4658324","Advocate Aurora Health","54161110","5416","False","Prospect","45.5","77.5","64.7","Prospect (ICP-based): 4/4 factors with data","Oak Brook","IL","35000.0","170271733.0","72","63.6","100.0","100.0","75.0","Advocate Aurora Health operates 23 locations with $170M revenue and 35,000 employees, representing strong multi-site fit. However, NAICS 5416 (Management Consulting) appears to be a misclassification - this is actually a major healthcare system. The scale and healthcare vertical suggest high compliance burden (Joint Commission, infection control) and sophisticated vendor management needs.","High Priority","medium","","","","","14","False",""
"756039108","Cody Regional Health","54161110","5416","False","Prospect","45.5","75.4","63.4","Prospect (ICP-based): 4/4 factors with data","Cody","WY","1527.0","72979838.0","72","54.2","98.9","100.0","75.0","Cody Regional Health has 14 locations and $73M revenue, placing them in the 'very good' multi-site tier (10-19 locations). NAICS 5416 (Management Consulting) is unusual - likely miscoded, as the name/website suggest healthcare operations. If truly healthcare, compliance burden and multi-site footprint make this a strong fit. 1,527 employees indicates substantial operational scale.","Medium Priority","medium","","","","","15","False",""
"406438796","Bassett Healthcare Network","54161110","5416","False","Prospect","45.5","75.4","63.4","Prospect (ICP-based): 4/4 factors with data","Cooperstown","NY","5000.0","1290669712.0","62","78.2","100.0","100.0","75.0","Large healthcare network with 49 locations and $1.3B revenue despite declining trend shows strong potential.","Medium Priority","low","","","","","16","False",""
"884791898","Trinity Regional Health System","54161110","5416","False","Prospect","45.5","74.6","63.0","Prospect (ICP-based): 4/4 factors with data","Rock Island","IL","5500.0","57128424.0","72","52.8","95.2","100.0","75.0","Healthcare system (UnityPoint affiliation) with 13 locations and 5,500 employees suggests strong multi-site consolidation opportunity. Hospital/health system vertical has high compliance burden (Joint Commission, infection control). NAICS 54161110 (management consulting) may indicate corporate services division rather than direct healthcare operations - requires validation.","High Priority","medium","","","","","17","False",""
"401444852","Trinity Health Mid-Atlantic","54161110","5416","False","Prospect","45.5","74.5","62.9","Prospect (ICP-based): 4/4 factors with data","Newtown Square","PA","9000.0","630269971.0","68","58.9","100.0","100.0","75.0","Trinity Health Mid-Atlantic appears to be healthcare-related (NAICS 5416 is management consulting, but 'Trinity Health' name suggests hospital system affiliation). 18 locations with $630M revenue and 9,000 employees indicates significant operational scale. However, NAICS mismatch creates uncertainty—if truly healthcare facilities, this would be 85+ score; if consulting arm, score drops significantly.","Medium Priority","medium","","","","","18","False",""
"608174520","Providence Health System","54161110","5416","False","Prospect","45.5","73.6","62.4","Prospect (ICP-based): 4/4 factors with data","Washington","DC","1164.0","48070028.0","68","59.9","92.7","100.0","75.0","Providence Health System appears to be healthcare (name suggests hospital/clinic network) with 19 locations (85 points multi-site) and strong revenue ($48M). However, NAICS 5416 (management consulting) creates confusion - may be administrative entity rather than facility operator. Web research failure prevents validation of actual facility operations and centralized procurement.","Medium Priority","medium","","","","","19","False",""
"432197682","San Ysidro Health Mountain Health Family Medicine","54161110","5416","False","Prospect","45.5","72.7","61.8","Prospect (ICP-based): 4/4 factors with data","San Diego","CA","5674.0","23069909.0","68","63.6","81.7","100.0","75.0","San Ysidro Health operates 23 healthcare locations (excellent multi-site fit) with $23M revenue and 5,674 employees, indicating substantial operational scale. Healthcare vertical aligns with OpenWorks' compliance-focused services (Joint Commission, infection control). However, web research failed to validate centralized operations, growth signals, or outsourcing readiness.","Medium Priority","medium","","","","","20","False",""
