naics_code,description,icp_fit_score,reasoning
4571,NAICS 4571 Industry,85,"Gasoline stations with convenience stores are ideal multi-location retail targets that always outsource cleaning as a non-core function. This massive market (277K+ locations) consists primarily of regional chains and franchises with standardized facilities, high foot traffic, and 24/7 operations requiring consistent cleaning of retail areas, restrooms, and food service spaces. The combination of consumer-facing retail presentation needs, operational simplicity, and centralized decision-making at the chain/franchise level makes this a top-tier opportunity, though lack of current OpenWorks presence means market validation is needed."
4572,NAICS 4572 Industry,85,"NAICS 4572 (Household Appliance Stores) represents an excellent multi-location retail opportunity. These consumer-facing stores require consistent presentation and cleaning standards, always outsource facility maintenance as a non-core function, and include major chains with centralized procurement. The large nationwide footprint (143K+ locations) and retail nature align perfectly with OpenWorks' proven success in consumer goods retail chains."
4581,NAICS 4581 Industry,42,"Despite OpenWorks presence in this industry, the revenue per building of $1,425/building ($119/month) is extremely low and signals a DIFFICULT market with challenging economics. NAICS 4581 appears to be a retail/service industry, but the poor revenue quality indicates either very small facilities, price-sensitive customers, or operational challenges that make this an unattractive target. The low revenue per location despite 19 buildings served is a red flag that this industry does not align with OpenWorks' ideal customer profile of multi-location operators with standard commercial cleaning needs."
4582,NAICS 4582 Industry,80,"NAICS 4582 (Shoe Stores) represents a strong multi-location retail opportunity perfectly aligned with OpenWorks' sweet spot. Consumer-facing retail chains like DSW, Famous Footwear, and Foot Locker have standardized facilities, centralized procurement, and always outsource cleaning as a non-core function. With 50,571 locations nationwide and no current OpenWorks presence, this is a high-priority untapped market in the retail sector where OpenWorks consistently succeeds."
4583,NAICS 4583 Industry,85,"Jewelry stores are consumer-facing retail chains requiring consistent presentation and security-conscious cleaning. Multi-location jewelry retailers (regional chains, mall-based operators) have standardized facilities, centralized procurement, and always outsource cleaning as a non-core function. This fits OpenWorks' retail chain sweet spot with 71K+ locations nationwide representing significant untapped opportunity."
4591,NAICS 4591 Industry,85,"NAICS 4591 (Other Miscellaneous Store Retailers) represents an excellent strategic fit as a multi-location retail sector that always outsources cleaning as a non-core function. This category includes pet supply stores, art dealers, gift shops, and specialty retailers - consumer-facing businesses requiring consistent presentation across locations with standardized cleaning needs. With 215,029 locations nationwide and zero current OpenWorks presence, this represents a significant untapped opportunity in a retail segment that aligns perfectly with OpenWorks' proven success in consumer retail chains."
4592,NAICS 4592 Industry,78,"NAICS 4592 (Book Stores and News Dealers) represents a strong retail chain opportunity with multi-location operators like Barnes & Noble, Books-A-Million, and regional bookstore chains that always outsource cleaning as a non-core function. These consumer-facing retail environments require consistent presentation and standardized cleaning protocols across locations with centralized procurement. However, the industry faces secular headwinds from digital media competition, limiting the score despite strong operational fit - focus on stable regional chains and bookstores in growing markets rather than distressed locations."
4593,NAICS 4593 Industry,78,"NAICS 4593 (Direct Selling Establishments) represents multi-location retail operations including party plan merchandisers, door-to-door retailers, and direct sales offices. These are consumer-facing retail facilities with standardized operations that always outsource cleaning as a non-core function, fitting OpenWorks' sweet spot for multi-location retail chains. With 43,321 locations nationwide and no current OpenWorks presence, this represents a significant untapped opportunity in a retail segment that aligns well with proven success patterns in automotive retail, consumer goods, and other multi-location retail chains."
4594,NAICS 4594 Industry,82,"News dealers and newsstands represent an excellent multi-location retail opportunity. These are consumer-facing retail operations that always outsource cleaning as a non-core function, with standardized facility needs across locations. While individual locations may be smaller footprint, chains and airport/transit newsstand operators (Hudson News, etc.) fit OpenWorks' multi-location retail sweet spot perfectly."
4595,NAICS 4595 Industry,78,"NAICS 4595 (Vending Machine Operators) represents a strong multi-location opportunity with 72,229 locations nationwide. These operators manage consumer-facing retail points requiring regular cleaning and maintenance across dispersed locations, fitting OpenWorks' multi-location retail model. While individual vending machine sites may be small, route-based operators with centralized management align well with OpenWorks' centralized procurement approach, though revenue per location may be lower than traditional retail stores."
4599,NAICS 4599 Industry,45,"NAICS 4599 appears to be an invalid or placeholder code (standard retail codes end at 4599 but this specific code doesn't exist in official NAICS classifications). Without knowing the actual industry, cannot properly assess fit. If this represents miscellaneous retail stores, it would likely score 60-75 depending on whether they are multi-location chains, but the ambiguous classification and lack of OpenWorks presence suggests caution until the specific industry segment is clarified."
4811,Scheduled Air Transportation,45,"Scheduled air transportation faces significant barriers for OpenWorks: security clearance requirements for airport facilities, highly specialized cleaning protocols (aircraft interiors, secure areas), and complex procurement through large airlines with established internal facilities teams or national contracts. While airports and airline facilities have substantial cleaning needs, the technical requirements, security protocols, and corporate procurement structures make this a challenging market that falls outside OpenWorks' core competency of standard commercial cleaning for multi-location businesses."
4812,NAICS 4812 Industry,45,"NAICS 4812 covers Nonscheduled Air Transportation (charter flights, air ambulance, scenic flights). This industry faces significant challenges for OpenWorks: security clearance requirements for aviation facilities, specialized cleaning protocols for aircraft (beyond core competency), and typically smaller operational footprints with limited multi-location potential. While some fixed-base operators (FBOs) and charter terminals might outsource facility cleaning, the aviation sector generally requires specialized vendors with industry certifications and security credentials that create high barriers to entry."
4821,Rail Transportation,45,"Despite significant OpenWorks presence (936 buildings), the extremely low revenue per building ($767/building annually = $64/month) and negative profit margin (-8.9%) indicate this is a DIFFICULT market with poor unit economics. Rail facilities likely have specialized operational requirements, union considerations, and complex procurement that make them challenging despite being operational/transportation facilities. The low revenue density suggests these are small maintenance facilities or difficult-to-service locations rather than the profitable operational facilities OpenWorks succeeds with elsewhere."
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",35,"Deep sea and coastal water transportation involves highly specialized maritime facilities (ports, terminals, vessels) with complex operational requirements, security protocols, and often union labor. The industry has only 410 total locations nationwide, indicating limited multi-location expansion potential, and these facilities typically require specialized maritime cleaning services beyond standard commercial cleaning. Without any OpenWorks presence to validate the market, and given the technical/operational complexity of maritime environments, this represents a poor strategic fit for OpenWorks' core commercial cleaning competencies."
4832,NAICS 4832 Industry,50,"NAICS 4832 (Inland Water Transportation) includes ferry services, sightseeing boats, and water taxis - operational facilities that may outsource cleaning for terminals and vessels. However, the specialized marine environment, security requirements for passenger vessels, and relatively small market size (11,923 locations nationwide) limit scalability. Without proven OpenWorks success in this niche transportation sector, this represents a moderate-risk opportunity requiring careful evaluation of specific facility types (terminals vs. vessels) and regulatory complexity."
4841,General Freight Trucking,72,"General Freight Trucking is a strong operational fit - terminals, distribution centers, and fleet maintenance facilities require utilitarian cleaning as a non-core function, and the industry has 24/7 operations with blue-collar environments where OpenWorks excels. However, the current revenue per building of $1,785/building ($149/month) is significantly below the $5K/month threshold that indicates a truly excellent market, suggesting these are smaller facilities or limited scope contracts. The proven presence and 15% margin demonstrate viability, but the low revenue density prevents a higher score despite the industry's strong operational characteristics and large nationwide footprint of 83,348 locations."
4842,NAICS 4842 Industry,35,"NAICS 4842 (Specialized Freight Trucking) has extremely poor revenue quality despite OpenWorks presence - at $1,170/building annually ($98/month), this is far below viable thresholds and indicates a fundamentally difficult market. While transportation/logistics can be good fits, specialized freight operations likely have minimal facility footprints (truck yards, loading docks) with limited cleaning needs compared to general freight terminals. The combination of proven low revenue density and specialized operational nature makes this a poor strategic target despite the large national footprint."
4851,Urban Transit Systems,45,"Urban transit systems (bus terminals, rail stations, maintenance facilities) represent operational facilities that could theoretically outsource cleaning, but face significant challenges: government/municipal ownership with complex procurement processes, union labor considerations, security clearances for certain areas, and often internal facilities departments. While these are multi-location operations with 24/7 cleaning needs, the public sector nature, bureaucratic decision-making, and specialized requirements (track areas, vehicle maintenance bays) make this a difficult market to penetrate despite the large facility footprint."
4852,NAICS 4852 Industry,45,"NAICS 4852 (Interurban and Rural Bus Transportation) represents a challenging market for OpenWorks. While these are operational facilities (bus terminals, maintenance depots) that could theoretically outsource cleaning, the industry is small (4,287 locations nationwide), often involves public transit agencies with internal facilities teams or union staff, and lacks the multi-location private operator profile that drives OpenWorks' success. The absence of any current OpenWorks presence despite the industry's existence suggests limited outsourcing appetite, and transportation facilities often have specialized cleaning requirements (heavy-duty fleet maintenance areas, public-facing terminals with security considerations) that don't align with OpenWorks' standard commercial cleaning model."
4853,NAICS 4853 Industry,45,"NAICS 4853 covers taxi and limousine services, which presents significant challenges for OpenWorks' model. These are typically small, independent operators or small fleets with minimal facility footprints (dispatch offices, small garages), not the multi-location retail chains or operational facilities where OpenWorks excels. The industry lacks centralized procurement, has low facility cleaning needs relative to fleet operations, and doesn't align with OpenWorks' sweet spot of standardized, multi-location commercial facilities requiring regular cleaning services."
4854,NAICS 4854 Industry,55,"School and employee bus transportation represents a moderate fit with multi-location fleet operations requiring regular facility cleaning (terminals, maintenance bays, administrative offices). However, this is a specialized transportation sector often operated by school districts (internal management) or small regional operators, with lower outsourcing likelihood than commercial logistics. The lack of OpenWorks presence and relatively small national footprint (3,392 locations) suggests limited scalability compared to higher-priority retail and education targets."
4855,NAICS 4855 Industry,45,"NAICS 4855 (Charter Bus Industry) represents operational transportation facilities with potential for terminals and maintenance facilities, but faces significant challenges. The industry has relatively few locations (5,570 nationwide), suggesting smaller operators without multi-location scale that OpenWorks targets. Transportation support services often have specialized cleaning requirements (vehicle interiors, maintenance bays) and may handle cleaning internally as part of fleet operations, making outsourcing less likely than retail or education sectors."
4859,NAICS 4859 Industry,45,"NAICS 4859 (Other Support Activities for Transportation) covers a diverse mix of specialized transportation support services including freight forwarding, packing/crating, and marine cargo handling. While some segments like freight terminals may have standard facility needs, many operations involve specialized industrial environments, outdoor facilities, or port/marine operations that fall outside OpenWorks' core commercial cleaning competency. Without proven OpenWorks success and given the heterogeneous nature of facilities in this category, this represents a moderate-risk opportunity requiring careful segment evaluation."
4861,NAICS 4861 Industry,45,"NAICS 4861 (Pipeline Transportation of Crude Oil) represents specialized industrial infrastructure with complex operational requirements, security protocols, and likely internal facilities management teams. These are capital-intensive operations with technical environments that extend beyond standard commercial cleaning competencies. The industry's specialized nature, small facility count (4,387 locations), and operational complexity make it a challenging market for OpenWorks' core multi-location retail and education focus."
4862,NAICS 4862 Industry,45,"NAICS 4862 (Pipeline Transportation of Natural Gas) represents specialized industrial infrastructure with complex operational and safety requirements beyond standard commercial cleaning. These facilities typically have internal operations teams managing specialized maintenance protocols, and the industry involves technical environments (compressor stations, pipeline facilities) that don't align with OpenWorks' core competency in standard commercial cleaning. With only 943 locations nationwide and no current OpenWorks presence, this represents a niche industrial sector with low outsourcing likelihood and specialized requirements that make it a poor strategic fit."
4869,NAICS 4869 Industry,45,"NAICS 4869 (Other Pipeline Transportation) covers specialized pipeline operations for refined petroleum products, natural gas liquids, and other commodities - a highly technical industrial sector with only 898 locations nationwide. These facilities typically have internal operations teams managing specialized safety protocols and maintenance requirements that go beyond standard commercial cleaning. The small market size, industrial/technical nature, and lack of multi-location retail characteristics make this a poor strategic fit despite potential 24/7 operational needs."
4871,NAICS 4871 Industry,45,"NAICS 4871 covers Scenic and Sightseeing Transportation (land, water, air tours). With only 673 locations nationwide, this is an extremely small market with limited multi-location operators. These are typically tourist-oriented businesses with seasonal operations, small footprints, and specialized vehicle/equipment cleaning needs rather than standard commercial facility maintenance - not a strong strategic fit for OpenWorks' core competency in multi-location commercial cleaning."
4872,NAICS 4872 Industry,45,"NAICS 4872 (Scenic and Sightseeing Transportation, Water) covers ferry services, sightseeing boats, and water tours - a niche transportation segment with only ~11K locations nationwide. While these are operational facilities that may outsource cleaning (boats, terminals, ticket offices), the specialized maritime environment, seasonal operations in many markets, and small facility footprints make this a challenging fit. The lack of OpenWorks presence despite the industry existing for decades suggests limited outsourcing appetite or difficult service delivery, and the small market size offers limited growth potential even if penetrated."
4879,NAICS 4879 Industry,45,"NAICS 4879 (Scenic and Sightseeing Transportation, Other) includes niche operations like aerial tramways, cable cars, and scenic railways. While these are operational facilities that may outsource cleaning, the small market size (3,821 locations nationwide) and specialized nature of the facilities (tourist attractions with seasonal operations, unique equipment requirements) make this a challenging market. The lack of OpenWorks presence suggests limited multi-location operators and difficult procurement processes typical of tourism/recreation infrastructure."
4881,Support Activities for Air Transportation,50,"Support activities for air transportation (ground handling, airport operations, FBO services) face significant challenges: security clearance requirements, specialized operational environments, and complex procurement processes typical of aviation. While OpenWorks has minimal presence ($6,440 from 1 building), the low revenue density and aviation industry's technical/security requirements make this a difficult market to scale. The industry requires specialized protocols beyond standard commercial cleaning, limiting OpenWorks' ability to leverage its multi-location retail and education expertise."
4882,NAICS 4882 Industry,55,"NAICS 4882 (Support Activities for Rail Transportation) includes rail yards, maintenance facilities, switching operations, and terminal facilities - operational environments where cleaning is non-core. However, this is a niche market with only 28,088 locations nationwide, and rail operations often have union labor considerations and specialized safety requirements that may complicate outsourcing. While similar to proven success in rail transportation (4821), the support/maintenance nature suggests more complex industrial environments that may reduce outsourcing likelihood compared to passenger stations."
4883,Support Activities for Water Transportation,45,"Despite OpenWorks presence, the extremely low revenue per building ($2,718/year or $226/month) indicates this is a DIFFICULT market with challenging characteristics. Water transportation support facilities (ports, marinas, marine terminals) likely have specialized maritime cleaning requirements, union labor considerations, and complex operational environments that don't align with OpenWorks' standard commercial cleaning model. The proven poor revenue quality signals this industry should be avoided despite the presence."
4884,Support Activities for Road Transportation,72,"Support Activities for Road Transportation (4884) includes truck terminals, weigh stations, rest stops, and fleet maintenance facilities - operational environments where cleaning is non-core and typically outsourced. These are utilitarian, blue-collar facilities with 24/7 operations requiring regular maintenance, similar to OpenWorks' proven success in trucking (4841) and warehousing. The 53,027 locations represent significant scale, though the industry requires validation of multi-location operators versus single-site independents, and some facilities may have minimal cleaning needs (small weigh stations vs. large truck stops)."
4885,Freight Transportation Arrangement,45,"Despite OpenWorks presence, the extremely low revenue per building ($2,185/building annually = $182/month) indicates this is a DIFFICULT market with minimal cleaning needs. Freight brokers and logistics arrangers typically operate small office environments with limited facility requirements, making them poor targets for commercial cleaning services. The low revenue density despite proven presence signals this industry should be avoided."
4889,NAICS 4889 Industry,45,"NAICS 4889 (Other Support Activities for Transportation) is a catch-all category covering diverse transportation support services like freight inspection, marine cargo handling, and vehicle towing. While some segments like towing operations or freight terminals may have multi-location potential, the industry is highly fragmented with specialized operational requirements that often fall outside standard commercial cleaning. Without proven OpenWorks success and given the heterogeneous nature of facilities (ranging from tow yards to marine terminals), this represents a speculative opportunity requiring careful segment-by-segment evaluation rather than a clear strategic fit."
4911,NAICS 4911 Industry,45,"NAICS 4911 (Postal Service) represents government-operated facilities with highly standardized operations and likely internal facilities management teams or existing national contracts. While multi-location by nature, the USPS and postal facilities typically have centralized procurement through government channels, union workforce considerations, and established vendor relationships that make market entry challenging. The lack of current OpenWorks presence despite 43,000+ locations nationwide signals significant barriers to entry in this government-operated sector."
4921,NAICS 4921 Industry,25,"NAICS 4921 (Couriers and Express Delivery Services) represents a challenging market despite minimal OpenWorks presence. The extremely low revenue per building ($864 annually, or $72/month) from the single location served is a strong negative signal indicating this is a difficult market with specialized operational requirements. Courier facilities typically have 24/7 operations with heavy vehicle traffic, loading docks, and sorting operations that require specialized cleaning beyond standard commercial services, making this a poor strategic fit despite being in the transportation/logistics sector."
4922,NAICS 4922 Industry,45,"NAICS 4922 (Local Messengers and Local Delivery) represents small-scale delivery operations with minimal facility footprints - typically small offices, dispatch centers, or vehicle storage yards. These operations have limited cleaning needs, are often owner-operated without centralized procurement, and cleaning is easily handled internally. The 5,895 locations nationwide are highly fragmented with no multi-location chains, making this a poor strategic fit for OpenWorks' multi-location B2B model."
4931,Warehousing and Storage,78,"Warehousing and storage is a strong operational fit for OpenWorks - large-footprint facilities with 24/7 operations requiring utilitarian cleaning services that are always outsourced as non-core. OpenWorks has proven presence with 36 locations generating $95K revenue, though the $2,653/building monthly revenue is below ideal thresholds, suggesting opportunities exist but may require optimization. The industry is healthy with strong e-commerce tailwinds, and warehouse operators typically lack sophisticated internal FM teams, making them ideal multi-location targets for standardized cleaning services."
5121,Motion Picture and Video Industries,85,"Motion Picture and Video Industries (5121) demonstrates PROVEN SUCCESS with strong revenue per building ($6,872/month) and healthy margins (14.9%), indicating OpenWorks has cracked this market effectively. Production studios, post-production facilities, and entertainment operations represent operational facilities requiring 24/7 support where cleaning is non-core, fitting OpenWorks' sweet spot. However, this excludes movie theater exhibition (5121 subset) which faces secular decline - the strong performance here is driven by production/studio operations which remain healthy and require consistent facility maintenance."
5122,NAICS 5122 Industry,45,"NAICS 5122 (Sound Recording Industries) includes recording studios, music production facilities, and sound recording services. While these are operational facilities that may outsource cleaning, the industry is relatively small (10,179 locations nationwide), highly fragmented with many single-location independent studios, and lacks the multi-location chain structure that drives OpenWorks' success. The creative/technical nature of these facilities and absence of any current OpenWorks presence suggests limited strategic fit compared to proven retail, education, and operational facility targets."
5131,NAICS 5131 Industry,45,"NAICS 5131 (Publishing Industries) represents professional office environments where cleaning is typically managed through corporate facilities departments or national contracts. Despite minimal OpenWorks presence ($2,852 from 1 building = $238/month), the extremely low revenue per building signals this is a difficult market with limited outsourcing to regional providers. Publishing offices generally have sophisticated internal FM teams or use enterprise-level cleaning contracts, making them poor fits for OpenWorks' multi-location operational facility model."
5132,NAICS 5132 Industry,35,"NAICS 5132 (Cable and Other Subscription Programming) represents media/broadcasting operations that typically have corporate facilities management teams and specialized technical environments. Despite OpenWorks presence, the extremely low revenue per building ($2,114/building annually, or ~$176/month) is a strong signal this is a DIFFICULT market where cleaning is either handled internally, requires specialized technical knowledge, or has minimal facility footprint. This industry does not align with OpenWorks' sweet spot of multi-location retail, education, or operational facilities with standard commercial cleaning needs."
5161,NAICS 5161 Industry,35,"NAICS 5161 (Internet Publishing and Broadcasting) represents digital media companies with minimal physical facility footprints - primarily office environments with sophisticated internal operations teams. Despite OpenWorks presence, the extremely low revenue per building ($1,605 annually = $134/month) is a STRONG NEGATIVE SIGNAL indicating this is a difficult market with minimal cleaning needs or pricing power. This industry typically consists of tech-oriented companies that either handle facilities internally or have minimal cleaning requirements, making it a poor strategic fit despite the single customer relationship."
5162,NAICS 5162 Industry,45,"NAICS 5162 (Sound Recording Industries) includes recording studios, music production facilities, and audio post-production services - typically small, specialized facilities with technical requirements beyond standard commercial cleaning. While some larger multi-location operations exist (studio chains, post-production facilities), the industry is fragmented with many single-location businesses, and cleaning needs may involve specialized equipment/acoustic environments. The small nationwide footprint (3,804 locations) and lack of OpenWorks presence suggests limited multi-location opportunity and potential technical barriers that make this a challenging market to penetrate at scale."
5171,Wired and Wireless Telecommunications Carriers,45,"Despite OpenWorks presence, the extremely low revenue per building ($1,048/year or ~$87/month) is a strong signal this is a DIFFICULT market. Telecommunications carriers typically have technical facilities (cell towers, switching stations, network operations centers) with specialized requirements and often maintain internal facilities teams or use national service contracts. The minimal revenue despite serving 3 locations indicates these are likely small retail stores rather than operational facilities, and the industry does not align with OpenWorks' core strengths in multi-location retail chains or standard commercial cleaning."
5174,NAICS 5174 Industry,45,"NAICS 5174 (Satellite Telecommunications) represents a small, specialized market with only 269 locations nationwide and technical infrastructure requirements that may exceed standard commercial cleaning scope. These facilities often involve secure technical environments (satellite ground stations, network operations centers) requiring specialized protocols and security clearances, which are outside OpenWorks' core competency. The tiny market size combined with technical complexity and likely internal facilities management makes this a low-priority opportunity despite potential multi-location operators."
5178,NAICS 5178 Industry,45,"NAICS 5178 covers other telecommunications (telecom resellers, satellite, paging, VoIP providers) - a mixed bag of corporate offices and technical facilities. While some telecom operations have multi-location retail stores or data centers that could fit OpenWorks' model, many are corporate headquarters with internal FM teams or technical facilities requiring specialized access/security. Without proven OpenWorks success and given the likely presence of sophisticated facilities management in larger telecom operators, this represents a moderate-risk opportunity requiring careful prospect qualification to identify smaller multi-location operators without internal FM departments."
5182,"Data Processing, Hosting, and Related Services",85,"Data centers and hosting facilities are an excellent strategic fit with proven OpenWorks success ($6,198/building revenue demonstrates strong performance). These facilities operate 24/7 with utilitarian cleaning needs, always outsource as non-core, and represent a growing industry with 70,403 locations nationwide. The operational nature, multi-location operators, and high revenue per building make this a top-tier target sector."
5192,NAICS 5192 Industry,35,"NAICS 5192 covers book publishers, periodical publishers, and database/directory publishers - primarily professional office environments with editorial/production staff. These are typically corporate headquarters or regional offices with internal facilities management teams and sophisticated procurement processes, making them unlikely to outsource cleaning to regional operators. The industry also faces secular decline (print media) and lacks the multi-location retail/operational characteristics that drive OpenWorks success."
5211,Monetary Authorities-Central Bank,25,"Federal Reserve banks and central banking facilities represent highly specialized government operations with stringent security clearances, federal procurement requirements, and likely internal facilities management teams. These are not multi-location commercial operations that outsource cleaning - they are secure government facilities with complex compliance requirements far beyond OpenWorks' core commercial cleaning competency. The 3,410 'locations' likely include ATMs, currency distribution points, and other non-facility counts rather than actual cleanable buildings, making this an extremely poor strategic fit."
5221,Depository Credit Intermediation (Banks),58,"Banks have multi-location branch networks that align with OpenWorks' model, but the extremely low revenue per building ($1,187/building annually = ~$99/month) indicates this is a DIFFICULT market despite OpenWorks presence. Banks typically have corporate facilities management teams and national cleaning contracts, making them hard to penetrate at scale. The proven low revenue density signals challenging procurement dynamics and limited growth potential, preventing this from scoring higher despite the multi-location fit."
5222,Nondepository Credit Intermediation,42,"Despite OpenWorks presence, the extremely low revenue per building ($542/building annually, ~$45/month) is a strong signal this is a DIFFICULT market. Nondepository credit intermediation includes consumer lending, mortgage brokers, and financial services offices that typically have small footprints, professional office environments, and minimal cleaning needs. The low revenue density despite 8 locations served indicates these are challenging accounts that don't align with OpenWorks' ideal multi-location retail/operational facility model."
5223,Activities Related to Credit Intermediation,45,"Credit intermediation support activities (loan brokers, check cashing, mortgage brokers, financial transaction processing) typically operate in small professional office environments with limited facility footprints and often have corporate facilities management for multi-location operators. While the large location count (114K+) suggests fragmentation, these are predominantly small offices where cleaning is either handled internally or through local vendors, and larger operators likely have national contracts or internal FM teams. No OpenWorks presence indicates low outsourcing propensity in this financial services segment."
5231,Securities and Commodity Contracts Intermediation and Brokerage,45,"Securities and brokerage firms typically operate professional office environments with internal facilities management teams or national cleaning contracts through corporate real estate departments. These are sophisticated financial services organizations (often Fortune 500 or large regional firms) with centralized procurement and 'VP of Facilities' roles, making them difficult to penetrate at the local franchise level. While the large location count suggests scale, the lack of OpenWorks presence indicates low outsourcing likelihood to regional cleaning providers, and the professional office nature doesn't align with OpenWorks' strength in retail chains, education, and operational facilities."
5232,Securities and Commodity Exchanges,45,"Securities and commodity exchanges represent highly specialized financial infrastructure with sophisticated corporate facilities management teams and stringent security/compliance requirements. These are typically large institutional operators (NYSE, CME, NASDAQ) with internal FM departments or national cleaning contracts, making them difficult to penetrate. The small market size (645 locations) and professional office environment with complex security protocols place this outside OpenWorks' core competency of multi-location retail, education, and operational facilities."
5239,Other Financial Investment Activities,42,"Financial investment firms typically have sophisticated internal facilities management or national cleaning contracts, making them difficult to penetrate. Despite OpenWorks presence, the extremely low revenue per building ($2,471/year or ~$206/month) indicates these are very small offices or difficult accounts that don't align with OpenWorks' multi-location model. This is a professional services sector where cleaning is often handled through corporate real estate departments rather than outsourced at the local level."
5241,Insurance Carriers,45,"Insurance carriers typically operate corporate offices and regional headquarters with sophisticated internal facilities management teams or national cleaning contracts, making them difficult to penetrate. While they have multi-location branch networks, the professional office environment and centralized procurement through corporate real estate/facilities departments creates barriers to entry. The lack of OpenWorks presence despite 79,000+ locations nationwide signals this is not a natural fit - insurance companies view facilities as a corporate function rather than outsourcing to regional providers like OpenWorks."
5242,"Agencies, Brokerages, and Other Insurance Related Activities",45,"Insurance agencies and brokerages are predominantly professional office environments with small footprints (typically 1-5 person offices or small branch locations). While some regional insurance carriers might have multi-location operations, the industry is characterized by independent agents, small brokerages, and corporate offices that likely have internal FM teams or national cleaning contracts. The lack of OpenWorks presence despite 741K+ locations signals low outsourcing likelihood to regional providers like OpenWorks - these are either too small (single-location offices) or too sophisticated (corporate carriers with procurement departments)."
5251,NAICS 5251 Industry,55,"NAICS 5251 (Insurance and Employee Benefit Funds) represents insurance carriers, pension funds, and benefit trust funds - primarily corporate office environments. While these are multi-location operators with 7,351 facilities nationwide, they typically have sophisticated internal facilities management teams or national cleaning contracts at the corporate level, making them challenging to penetrate. The lack of OpenWorks presence suggests limited outsourcing opportunity, and these professional office environments don't align with OpenWorks' sweet spot of retail chains, education, and operational facilities."
5259,NAICS 5259 Industry,45,"NAICS 5259 (Other Investment Pools and Funds) represents financial services firms managing investment vehicles - typically professional office environments with sophisticated corporate facilities management teams. These are headquarters/corporate offices where cleaning is often handled through national contracts or internal FM departments, making them difficult to penetrate. Without proven OpenWorks success and facing strong internal FM capabilities, this represents a challenging market with low outsourcing likelihood to regional providers."
5311,Lessors of Real Estate,62,"Real estate lessors (property management companies, REITs, landlords) present a mixed opportunity. While OpenWorks has proven presence ($119K revenue, 39 buildings), the low revenue per building ($3,060/month) indicates these are likely smaller office buildings or properties where the lessor manages common areas only, not full facility cleaning. This is a fragmented market of property owners/managers who may handle cleaning in-house or have tenant-specific arrangements, making it challenging to scale despite the large location count. The moderate score reflects proven but limited revenue potential rather than the high-value multi-location retail or education opportunities that drive OpenWorks' best performance."
5312,Offices of Real Estate Agents and Brokers,45,"Real estate offices are typically small professional office environments (1-5 agents per location) that rarely outsource cleaning, with most handling it internally or using individual contractors. The low revenue per building ($3,440/year = $287/month) despite OpenWorks presence confirms this is a difficult, low-value market. While the industry is stable and has massive location count, these are predominantly single-location small businesses or franchises without centralized procurement, making them a poor strategic fit for OpenWorks' multi-location B2B model."
5313,Activities Related to Real Estate,45,"Despite OpenWorks presence with 25 buildings, the revenue per building of $2,240/building ($187/month) is extremely low and signals a DIFFICULT market. Real estate offices (property management firms, brokerages, title companies) are typically small professional offices with minimal cleaning needs and price sensitivity. This is a poor strategic fit - the low revenue density indicates these are small-footprint offices that don't align with OpenWorks' multi-location facility model, and the industry consists primarily of independent operators rather than chains with centralized procurement."
5321,NAICS 5321 Industry,45,"Despite being a target industry (automotive equipment rental with multi-location operators), OpenWorks' extremely low revenue per building ($1,108 annually = $92/month) indicates this is a DIFFICULT market with minimal cleaning needs or pricing pressure. The 172,200 locations suggest many small single-location operators rather than the multi-location chains OpenWorks targets. While rental facilities should outsource cleaning, the poor revenue quality signals this industry doesn't value or require substantial facility maintenance services."
5322,NAICS 5322 Industry,72,"Consumer Goods Rental (party/event equipment, formal wear, general consumer rentals) represents a solid multi-location opportunity. These businesses operate consumer-facing retail locations requiring regular cleaning and presentation standards, typically outsource facilities management as non-core, and often have regional chains with centralized operations. While not as strong as automotive rental (5321) due to smaller average footprints and more fragmented operators, the 64,370 locations indicate substantial market size with many multi-location operators in party rental, costume/formal wear, and equipment rental segments."
5323,NAICS 5323 Industry,72,"General Rental Centers (equipment rental for construction, industrial, homeowner use) represent a solid multi-location opportunity similar to automotive rental (5321). These facilities require regular cleaning of showrooms, customer areas, and equipment storage/maintenance spaces, and operators typically outsource cleaning as non-core. The industry is stable with regional chains and franchise operations that fit OpenWorks' multi-location model, though not as high-priority as retail chains or education."
5324,NAICS 5324 Industry,35,"NAICS 5324 (Commercial and Industrial Machinery and Equipment Rental and Leasing) represents a challenging market despite OpenWorks presence. The extremely low revenue per building ($751/building annually, or ~$63/month) indicates these are difficult accounts with minimal cleaning needs - likely small rental yards or equipment storage facilities rather than customer-facing retail locations. This is a poor-fit industrial/operational segment where cleaning is minimal and revenue density is unsustainably low, making it strategically unattractive despite the 37,808 nationwide locations."
5331,NAICS 5331 Industry,45,"NAICS 5331 (Lessors of Nonfinancial Intangible Assets) covers companies that lease intellectual property like patents, trademarks, and franchising rights - these are primarily administrative/office operations without significant physical facilities requiring cleaning services. This industry has minimal facility footprints and no multi-location operational facilities that would benefit from OpenWorks' services. The lack of OpenWorks presence combined with the intangible nature of the business model indicates poor strategic fit for commercial cleaning services."
